;item_id;questionnaire;code;text;latent_variable;answers;participant;created;given_answer;reverse_coded;personal_goal;goal_id;goal
1625;1625;goal_characteristics_questionnaire_item_23;gcq_124;"<p style='font-weight: bold;font-size: x-large;'>
                                        Dieses Ziel stimmt mit meinem Lebensgefühl überein. (23/32)</p>";Sellbstkongruenz;['Stimme überhaupt nicht zu', 'Stimme nicht zu', 'Stimme weder zu noch lehne ab', 'Simme zu', 'Stimme voll und ganz zu'];276;2021-11-24 08:41:30.769108+00:00;1;False;;514;BWP
1626;1626;goal_characteristics_questionnaire_item_23;gcq_124;"<p style='font-weight: bold;font-size: x-large;'>
                                        Dieses Ziel stimmt mit meinem Lebensgefühl überein. (23/32)</p>";Sellbstkongruenz;['Stimme überhaupt nicht zu', 'Stimme nicht zu', 'Stimme weder zu noch lehne ab', 'Simme zu', 'Stimme voll und ganz zu'];276;2021-11-24 08:41:30.779719+00:00;1;False;;513;Strukturen beruflicher Bildung
1627;1627;goal_characteristics_questionnaire_item_24;gcq_130;"<p style='font-weight: bold;font-size: x-large;'>
                                        Dieses Ziel ist in Übereinstimmung mit meinem idealen Selbst. (24/32)</p>";Wertekongruenz;['Stimme überhaupt nicht zu', 'Stimme nicht zu', 'Stimme weder zu noch lehne ab', 'Simme zu', 'Stimme voll und ganz zu'];276;2021-11-24 08:41:48.661732+00:00;0.5;False;;505;meinen Abschluss
1628;1628;goal_characteristics_questionnaire_item_24;gcq_130;"<p style='font-weight: bold;font-size: x-large;'>
                                        Dieses Ziel ist in Übereinstimmung mit meinem idealen Selbst. (24/32)</p>";Wertekongruenz;['Stimme überhaupt nicht zu', 'Stimme nicht zu', 'Stimme weder zu noch lehne ab', 'Simme zu', 'Stimme voll und ganz zu'];276;2021-11-24 08:41:48.678542+00:00;0.5;False;;509;Abschlussfeier
1629;1629;goal_characteristics_questionnaire_item_24;gcq_130;"<p style='font-weight: bold;font-size: x-large;'>
                                        Dieses Ziel ist in Übereinstimmung mit meinem idealen Selbst. (24/32)</p>";Wertekongruenz;['Stimme überhaupt nicht zu', 'Stimme nicht zu', 'Stimme weder zu noch lehne ab', 'Simme zu', 'Stimme voll und ganz zu'];276;2021-11-24 08:41:48.691016+00:00;0.5;False;;516;einen Trinken gehen
1630;1630;goal_characteristics_questionnaire_item_24;gcq_130;"<p style='font-weight: bold;font-size: x-large;'>
                                        Dieses Ziel ist in Übereinstimmung mit meinem idealen Selbst. (24/32)</p>";Wertekongruenz;['Stimme überhaupt nicht zu', 'Stimme nicht zu', 'Stimme weder zu noch lehne ab', 'Simme zu', 'Stimme voll und ganz zu'];276;2021-11-24 08:41:48.702829+00:00;0.5;False;;515;Essen mit der Familie
1631;1631;goal_characteristics_questionnaire_item_24;gcq_130;"<p style='font-weight: bold;font-size: x-large;'>
                                        Dieses Ziel ist in Übereinstimmung mit meinem idealen Selbst. (24/32)</p>";Wertekongruenz;['Stimme überhaupt nicht zu', 'Stimme nicht zu', 'Stimme weder zu noch lehne ab', 'Simme zu', 'Stimme voll und ganz zu'];276;2021-11-24 08:41:48.714145+00:00;0.5;False;;508;Masterarbeit finden
1632;1632;goal_characteristics_questionnaire_item_24;gcq_130;"<p style='font-weight: bold;font-size: x-large;'>
                                        Dieses Ziel ist in Übereinstimmung mit meinem idealen Selbst. (24/32)</p>";Wertekongruenz;['Stimme überhaupt nicht zu', 'Stimme nicht zu', 'Stimme weder zu noch lehne ab', 'Simme zu', 'Stimme voll und ganz zu'];276;2021-11-24 08:41:48.725381+00:00;0.5;False;;506;Mathe bestehen
1633;1633;goal_characteristics_questionnaire_item_24;gcq_130;"<p style='font-weight: bold;font-size: x-large;'>
                                        Dieses Ziel ist in Übereinstimmung mit meinem idealen Selbst. (24/32)</p>";Wertekongruenz;['Stimme überhaupt nicht zu', 'Stimme nicht zu', 'Stimme weder zu noch lehne ab', 'Simme zu', 'Stimme voll und ganz zu'];276;2021-11-24 08:41:48.736998+00:00;0.5;False;;507;Pädagogik bestehen
1634;1634;goal_characteristics_questionnaire_item_24;gcq_130;"<p style='font-weight: bold;font-size: x-large;'>
                                        Dieses Ziel ist in Übereinstimmung mit meinem idealen Selbst. (24/32)</p>";Wertekongruenz;['Stimme überhaupt nicht zu', 'Stimme nicht zu', 'Stimme weder zu noch lehne ab', 'Simme zu', 'Stimme voll und ganz zu'];276;2021-11-24 08:41:48.748071+00:00;0.5;False;;511;Algebra 1 und 2
1635;1635;goal_characteristics_questionnaire_item_24;gcq_130;"<p style='font-weight: bold;font-size: x-large;'>
                                        Dieses Ziel ist in Übereinstimmung mit meinem idealen Selbst. (24/32)</p>";Wertekongruenz;['Stimme überhaupt nicht zu', 'Stimme nicht zu', 'Stimme weder zu noch lehne ab', 'Simme zu', 'Stimme voll und ganz zu'];276;2021-11-24 08:41:48.760020+00:00;0.5;False;;512;Datenstrukturen
1636;1636;goal_characteristics_questionnaire_item_24;gcq_130;"<p style='font-weight: bold;font-size: x-large;'>
                                        Dieses Ziel ist in Übereinstimmung mit meinem idealen Selbst. (24/32)</p>";Wertekongruenz;['Stimme überhaupt nicht zu', 'Stimme nicht zu', 'Stimme weder zu noch lehne ab', 'Simme zu', 'Stimme voll und ganz zu'];276;2021-11-24 08:41:48.775186+00:00;0.5;False;;510;LinA 1 und 2
1637;1637;goal_characteristics_questionnaire_item_24;gcq_130;"<p style='font-weight: bold;font-size: x-large;'>
                                        Dieses Ziel ist in Übereinstimmung mit meinem idealen Selbst. (24/32)</p>";Wertekongruenz;['Stimme überhaupt nicht zu', 'Stimme nicht zu', 'Stimme weder zu noch lehne ab', 'Simme zu', 'Stimme voll und ganz zu'];276;2021-11-24 08:41:48.787377+00:00;0.5;False;;514;BWP
1638;1638;goal_characteristics_questionnaire_item_24;gcq_130;"<p style='font-weight: bold;font-size: x-large;'>
                                        Dieses Ziel ist in Übereinstimmung mit meinem idealen Selbst. (24/32)</p>";Wertekongruenz;['Stimme überhaupt nicht zu', 'Stimme nicht zu', 'Stimme weder zu noch lehne ab', 'Simme zu', 'Stimme voll und ganz zu'];276;2021-11-24 08:41:48.800326+00:00;0.5;False;;513;Strukturen beruflicher Bildung
1639;1639;goal_characteristics_questionnaire_item_25;gcq_134;"<p style='font-weight: bold;font-size: x-large;'>
                                        Das Erreichen dieses Ziels ist mir wichtig. (25/32)</p>";Wichtigkeit;['Stimme überhaupt nicht zu', 'Stimme nicht zu', 'Stimme weder zu noch lehne ab', 'Simme zu', 'Stimme voll und ganz zu'];276;2021-11-24 08:42:10.459824+00:00;1;False;;505;meinen Abschluss
1640;1640;goal_characteristics_questionnaire_item_25;gcq_134;"<p style='font-weight: bold;font-size: x-large;'>
                                        Das Erreichen dieses Ziels ist mir wichtig. (25/32)</p>";Wichtigkeit;['Stimme überhaupt nicht zu', 'Stimme nicht zu', 'Stimme weder zu noch lehne ab', 'Simme zu', 'Stimme voll und ganz zu'];276;2021-11-24 08:42:10.472745+00:00;0.5;False;;509;Abschlussfeier
1641;1641;goal_characteristics_questionnaire_item_25;gcq_134;"<p style='font-weight: bold;font-size: x-large;'>
                                        Das Erreichen dieses Ziels ist mir wichtig. (25/32)</p>";Wichtigkeit;['Stimme überhaupt nicht zu', 'Stimme nicht zu', 'Stimme weder zu noch lehne ab', 'Simme zu', 'Stimme voll und ganz zu'];276;2021-11-24 08:42:10.483171+00:00;0.5;False;;516;einen Trinken gehen
1642;1642;goal_characteristics_questionnaire_item_25;gcq_134;"<p style='font-weight: bold;font-size: x-large;'>
                                        Das Erreichen dieses Ziels ist mir wichtig. (25/32)</p>";Wichtigkeit;['Stimme überhaupt nicht zu', 'Stimme nicht zu', 'Stimme weder zu noch lehne ab', 'Simme zu', 'Stimme voll und ganz zu'];276;2021-11-24 08:42:10.493924+00:00;0.5;False;;515;Essen mit der Familie
1643;1643;goal_characteristics_questionnaire_item_25;gcq_134;"<p style='font-weight: bold;font-size: x-large;'>
                                        Das Erreichen dieses Ziels ist mir wichtig. (25/32)</p>";Wichtigkeit;['Stimme überhaupt nicht zu', 'Stimme nicht zu', 'Stimme weder zu noch lehne ab', 'Simme zu', 'Stimme voll und ganz zu'];276;2021-11-24 08:42:10.504308+00:00;1;False;;508;Masterarbeit finden
1644;1644;goal_characteristics_questionnaire_item_25;gcq_134;"<p style='font-weight: bold;font-size: x-large;'>
                                        Das Erreichen dieses Ziels ist mir wichtig. (25/32)</p>";Wichtigkeit;['Stimme überhaupt nicht zu', 'Stimme nicht zu', 'Stimme weder zu noch lehne ab', 'Simme zu', 'Stimme voll und ganz zu'];276;2021-11-24 08:42:10.514814+00:00;1;False;;506;Mathe bestehen
1645;1645;goal_characteristics_questionnaire_item_25;gcq_134;"<p style='font-weight: bold;font-size: x-large;'>
                                        Das Erreichen dieses Ziels ist mir wichtig. (25/32)</p>";Wichtigkeit;['Stimme überhaupt nicht zu', 'Stimme nicht zu', 'Stimme weder zu noch lehne ab', 'Simme zu', 'Stimme voll und ganz zu'];276;2021-11-24 08:42:10.525277+00:00;1;False;;507;Pädagogik bestehen
1646;1646;goal_characteristics_questionnaire_item_25;gcq_134;"<p style='font-weight: bold;font-size: x-large;'>
                                        Das Erreichen dieses Ziels ist mir wichtig. (25/32)</p>";Wichtigkeit;['Stimme überhaupt nicht zu', 'Stimme nicht zu', 'Stimme weder zu noch lehne ab', 'Simme zu', 'Stimme voll und ganz zu'];276;2021-11-24 08:42:10.536415+00:00;1;False;;511;Algebra 1 und 2
1647;1647;goal_characteristics_questionnaire_item_25;gcq_134;"<p style='font-weight: bold;font-size: x-large;'>
                                        Das Erreichen dieses Ziels ist mir wichtig. (25/32)</p>";Wichtigkeit;['Stimme überhaupt nicht zu', 'Stimme nicht zu', 'Stimme weder zu noch lehne ab', 'Simme zu', 'Stimme voll und ganz zu'];276;2021-11-24 08:42:10.546967+00:00;1;False;;512;Datenstrukturen
1648;1648;goal_characteristics_questionnaire_item_25;gcq_134;"<p style='font-weight: bold;font-size: x-large;'>
                                        Das Erreichen dieses Ziels ist mir wichtig. (25/32)</p>";Wichtigkeit;['Stimme überhaupt nicht zu', 'Stimme nicht zu', 'Stimme weder zu noch lehne ab', 'Simme zu', 'Stimme voll und ganz zu'];276;2021-11-24 08:42:10.557737+00:00;1;False;;510;LinA 1 und 2
1649;1649;goal_characteristics_questionnaire_item_25;gcq_134;"<p style='font-weight: bold;font-size: x-large;'>
                                        Das Erreichen dieses Ziels ist mir wichtig. (25/32)</p>";Wichtigkeit;['Stimme überhaupt nicht zu', 'Stimme nicht zu', 'Stimme weder zu noch lehne ab', 'Simme zu', 'Stimme voll und ganz zu'];276;2021-11-24 08:42:10.568840+00:00;1;False;;514;BWP
1650;1650;goal_characteristics_questionnaire_item_25;gcq_134;"<p style='font-weight: bold;font-size: x-large;'>
                                        Das Erreichen dieses Ziels ist mir wichtig. (25/32)</p>";Wichtigkeit;['Stimme überhaupt nicht zu', 'Stimme nicht zu', 'Stimme weder zu noch lehne ab', 'Simme zu', 'Stimme voll und ganz zu'];276;2021-11-24 08:42:10.579982+00:00;1;False;;513;Strukturen beruflicher Bildung
1651;1651;goal_characteristics_questionnaire_item_26;gcq_141;"<p style='font-weight: bold;font-size: x-large;'>
                                        Dieses Ziel wurde mir kürzlich erst bewusst. (26/32)</p>";Bewusstheit;['Stimme überhaupt nicht zu', 'Stimme nicht zu', 'Stimme weder zu noch lehne ab', 'Simme zu', 'Stimme voll und ganz zu'];276;2021-11-24 08:42:27.912078+00:00;0.25;True;;505;meinen Abschluss
1652;1652;goal_characteristics_questionnaire_item_26;gcq_141;"<p style='font-weight: bold;font-size: x-large;'>
                                        Dieses Ziel wurde mir kürzlich erst bewusst. (26/32)</p>";Bewusstheit;['Stimme überhaupt nicht zu', 'Stimme nicht zu', 'Stimme weder zu noch lehne ab', 'Simme zu', 'Stimme voll und ganz zu'];276;2021-11-24 08:42:27.926388+00:00;0.25;True;;509;Abschlussfeier
1653;1653;goal_characteristics_questionnaire_item_26;gcq_141;"<p style='font-weight: bold;font-size: x-large;'>
                                        Dieses Ziel wurde mir kürzlich erst bewusst. (26/32)</p>";Bewusstheit;['Stimme überhaupt nicht zu', 'Stimme nicht zu', 'Stimme weder zu noch lehne ab', 'Simme zu', 'Stimme voll und ganz zu'];276;2021-11-24 08:42:27.938120+00:00;0.25;True;;516;einen Trinken gehen
1654;1654;goal_characteristics_questionnaire_item_26;gcq_141;"<p style='font-weight: bold;font-size: x-large;'>
                                        Dieses Ziel wurde mir kürzlich erst bewusst. (26/32)</p>";Bewusstheit;['Stimme überhaupt nicht zu', 'Stimme nicht zu', 'Stimme weder zu noch lehne ab', 'Simme zu', 'Stimme voll und ganz zu'];276;2021-11-24 08:42:27.949122+00:00;0.25;True;;515;Essen mit der Familie
1655;1655;goal_characteristics_questionnaire_item_26;gcq_141;"<p style='font-weight: bold;font-size: x-large;'>
                                        Dieses Ziel wurde mir kürzlich erst bewusst. (26/32)</p>";Bewusstheit;['Stimme überhaupt nicht zu', 'Stimme nicht zu', 'Stimme weder zu noch lehne ab', 'Simme zu', 'Stimme voll und ganz zu'];276;2021-11-24 08:42:27.959739+00:00;0.25;True;;508;Masterarbeit finden
1656;1656;goal_characteristics_questionnaire_item_26;gcq_141;"<p style='font-weight: bold;font-size: x-large;'>
                                        Dieses Ziel wurde mir kürzlich erst bewusst. (26/32)</p>";Bewusstheit;['Stimme überhaupt nicht zu', 'Stimme nicht zu', 'Stimme weder zu noch lehne ab', 'Simme zu', 'Stimme voll und ganz zu'];276;2021-11-24 08:42:27.970350+00:00;0.25;True;;506;Mathe bestehen
1657;1657;goal_characteristics_questionnaire_item_26;gcq_141;"<p style='font-weight: bold;font-size: x-large;'>
                                        Dieses Ziel wurde mir kürzlich erst bewusst. (26/32)</p>";Bewusstheit;['Stimme überhaupt nicht zu', 'Stimme nicht zu', 'Stimme weder zu noch lehne ab', 'Simme zu', 'Stimme voll und ganz zu'];276;2021-11-24 08:42:27.981144+00:00;0.25;True;;507;Pädagogik bestehen
1658;1658;goal_characteristics_questionnaire_item_26;gcq_141;"<p style='font-weight: bold;font-size: x-large;'>
                                        Dieses Ziel wurde mir kürzlich erst bewusst. (26/32)</p>";Bewusstheit;['Stimme überhaupt nicht zu', 'Stimme nicht zu', 'Stimme weder zu noch lehne ab', 'Simme zu', 'Stimme voll und ganz zu'];276;2021-11-24 08:42:27.991859+00:00;0.25;True;;511;Algebra 1 und 2
1659;1659;goal_characteristics_questionnaire_item_26;gcq_141;"<p style='font-weight: bold;font-size: x-large;'>
                                        Dieses Ziel wurde mir kürzlich erst bewusst. (26/32)</p>";Bewusstheit;['Stimme überhaupt nicht zu', 'Stimme nicht zu', 'Stimme weder zu noch lehne ab', 'Simme zu', 'Stimme voll und ganz zu'];276;2021-11-24 08:42:28.002835+00:00;0.25;True;;512;Datenstrukturen
1660;1660;goal_characteristics_questionnaire_item_26;gcq_141;"<p style='font-weight: bold;font-size: x-large;'>
                                        Dieses Ziel wurde mir kürzlich erst bewusst. (26/32)</p>";Bewusstheit;['Stimme überhaupt nicht zu', 'Stimme nicht zu', 'Stimme weder zu noch lehne ab', 'Simme zu', 'Stimme voll und ganz zu'];276;2021-11-24 08:42:28.014329+00:00;0.25;True;;510;LinA 1 und 2
1661;1661;goal_characteristics_questionnaire_item_26;gcq_141;"<p style='font-weight: bold;font-size: x-large;'>
                                        Dieses Ziel wurde mir kürzlich erst bewusst. (26/32)</p>";Bewusstheit;['Stimme überhaupt nicht zu', 'Stimme nicht zu', 'Stimme weder zu noch lehne ab', 'Simme zu', 'Stimme voll und ganz zu'];276;2021-11-24 08:42:28.026657+00:00;0.25;True;;514;BWP
1662;1662;goal_characteristics_questionnaire_item_26;gcq_141;"<p style='font-weight: bold;font-size: x-large;'>
                                        Dieses Ziel wurde mir kürzlich erst bewusst. (26/32)</p>";Bewusstheit;['Stimme überhaupt nicht zu', 'Stimme nicht zu', 'Stimme weder zu noch lehne ab', 'Simme zu', 'Stimme voll und ganz zu'];276;2021-11-24 08:42:28.038802+00:00;0.25;True;;513;Strukturen beruflicher Bildung
1663;1663;goal_characteristics_questionnaire_item_27;gcq_144;"<p style='font-weight: bold;font-size: x-large;'>
                                        Ich fühle mich voller Energie und Lebendigkeit, wenn ich über dieses Ziel nachdenke. (27/32)</p>";Vitalität/Vigor;['Stimme überhaupt nicht zu', 'Stimme nicht zu', 'Stimme weder zu noch lehne ab', 'Simme zu', 'Stimme voll und ganz zu'];276;2021-11-24 08:42:46.153481+00:00;0.5;False;;505;meinen Abschluss
1664;1664;goal_characteristics_questionnaire_item_27;gcq_144;"<p style='font-weight: bold;font-size: x-large;'>
                                        Ich fühle mich voller Energie und Lebendigkeit, wenn ich über dieses Ziel nachdenke. (27/32)</p>";Vitalität/Vigor;['Stimme überhaupt nicht zu', 'Stimme nicht zu', 'Stimme weder zu noch lehne ab', 'Simme zu', 'Stimme voll und ganz zu'];276;2021-11-24 08:42:46.166854+00:00;0.75;False;;509;Abschlussfeier
1665;1665;goal_characteristics_questionnaire_item_27;gcq_144;"<p style='font-weight: bold;font-size: x-large;'>
                                        Ich fühle mich voller Energie und Lebendigkeit, wenn ich über dieses Ziel nachdenke. (27/32)</p>";Vitalität/Vigor;['Stimme überhaupt nicht zu', 'Stimme nicht zu', 'Stimme weder zu noch lehne ab', 'Simme zu', 'Stimme voll und ganz zu'];276;2021-11-24 08:42:46.177776+00:00;0.75;False;;516;einen Trinken gehen
1666;1666;goal_characteristics_questionnaire_item_27;gcq_144;"<p style='font-weight: bold;font-size: x-large;'>
                                        Ich fühle mich voller Energie und Lebendigkeit, wenn ich über dieses Ziel nachdenke. (27/32)</p>";Vitalität/Vigor;['Stimme überhaupt nicht zu', 'Stimme nicht zu', 'Stimme weder zu noch lehne ab', 'Simme zu', 'Stimme voll und ganz zu'];276;2021-11-24 08:42:46.188652+00:00;0.75;False;;515;Essen mit der Familie
1667;1667;goal_characteristics_questionnaire_item_27;gcq_144;"<p style='font-weight: bold;font-size: x-large;'>
                                        Ich fühle mich voller Energie und Lebendigkeit, wenn ich über dieses Ziel nachdenke. (27/32)</p>";Vitalität/Vigor;['Stimme überhaupt nicht zu', 'Stimme nicht zu', 'Stimme weder zu noch lehne ab', 'Simme zu', 'Stimme voll und ganz zu'];276;2021-11-24 08:42:46.199463+00:00;0.5;False;;508;Masterarbeit finden
1668;1668;goal_characteristics_questionnaire_item_27;gcq_144;"<p style='font-weight: bold;font-size: x-large;'>
                                        Ich fühle mich voller Energie und Lebendigkeit, wenn ich über dieses Ziel nachdenke. (27/32)</p>";Vitalität/Vigor;['Stimme überhaupt nicht zu', 'Stimme nicht zu', 'Stimme weder zu noch lehne ab', 'Simme zu', 'Stimme voll und ganz zu'];276;2021-11-24 08:42:46.211148+00:00;0.5;False;;506;Mathe bestehen
1669;1669;goal_characteristics_questionnaire_item_27;gcq_144;"<p style='font-weight: bold;font-size: x-large;'>
                                        Ich fühle mich voller Energie und Lebendigkeit, wenn ich über dieses Ziel nachdenke. (27/32)</p>";Vitalität/Vigor;['Stimme überhaupt nicht zu', 'Stimme nicht zu', 'Stimme weder zu noch lehne ab', 'Simme zu', 'Stimme voll und ganz zu'];276;2021-11-24 08:42:46.225151+00:00;0.5;False;;507;Pädagogik bestehen
1670;1670;goal_characteristics_questionnaire_item_27;gcq_144;"<p style='font-weight: bold;font-size: x-large;'>
                                        Ich fühle mich voller Energie und Lebendigkeit, wenn ich über dieses Ziel nachdenke. (27/32)</p>";Vitalität/Vigor;['Stimme überhaupt nicht zu', 'Stimme nicht zu', 'Stimme weder zu noch lehne ab', 'Simme zu', 'Stimme voll und ganz zu'];276;2021-11-24 08:42:46.236831+00:00;0.5;False;;511;Algebra 1 und 2
1671;1671;goal_characteristics_questionnaire_item_27;gcq_144;"<p style='font-weight: bold;font-size: x-large;'>
                                        Ich fühle mich voller Energie und Lebendigkeit, wenn ich über dieses Ziel nachdenke. (27/32)</p>";Vitalität/Vigor;['Stimme überhaupt nicht zu', 'Stimme nicht zu', 'Stimme weder zu noch lehne ab', 'Simme zu', 'Stimme voll und ganz zu'];276;2021-11-24 08:42:46.248172+00:00;0.5;False;;512;Datenstrukturen
1672;1672;goal_characteristics_questionnaire_item_27;gcq_144;"<p style='font-weight: bold;font-size: x-large;'>
                                        Ich fühle mich voller Energie und Lebendigkeit, wenn ich über dieses Ziel nachdenke. (27/32)</p>";Vitalität/Vigor;['Stimme überhaupt nicht zu', 'Stimme nicht zu', 'Stimme weder zu noch lehne ab', 'Simme zu', 'Stimme voll und ganz zu'];276;2021-11-24 08:42:46.261473+00:00;0.5;False;;510;LinA 1 und 2
1673;1673;goal_characteristics_questionnaire_item_27;gcq_144;"<p style='font-weight: bold;font-size: x-large;'>
                                        Ich fühle mich voller Energie und Lebendigkeit, wenn ich über dieses Ziel nachdenke. (27/32)</p>";Vitalität/Vigor;['Stimme überhaupt nicht zu', 'Stimme nicht zu', 'Stimme weder zu noch lehne ab', 'Simme zu', 'Stimme voll und ganz zu'];276;2021-11-24 08:42:46.272991+00:00;0.5;False;;514;BWP
1674;1674;goal_characteristics_questionnaire_item_27;gcq_144;"<p style='font-weight: bold;font-size: x-large;'>
                                        Ich fühle mich voller Energie und Lebendigkeit, wenn ich über dieses Ziel nachdenke. (27/32)</p>";Vitalität/Vigor;['Stimme überhaupt nicht zu', 'Stimme nicht zu', 'Stimme weder zu noch lehne ab', 'Simme zu', 'Stimme voll und ganz zu'];276;2021-11-24 08:42:46.284997+00:00;0.5;False;;513;Strukturen beruflicher Bildung
1675;1675;goal_characteristics_questionnaire_item_28;gcq_150;"<p style='font-weight: bold;font-size: x-large;'>
                                        Dieses Ziel ist wichtig für meine Zukunft. (28/32)</p>";langfristige Utilität;['Stimme überhaupt nicht zu', 'Stimme nicht zu', 'Stimme weder zu noch lehne ab', 'Simme zu', 'Stimme voll und ganz zu'];276;2021-11-24 08:44:08.929022+00:00;1;False;;505;meinen Abschluss
1676;1676;goal_characteristics_questionnaire_item_28;gcq_150;"<p style='font-weight: bold;font-size: x-large;'>
                                        Dieses Ziel ist wichtig für meine Zukunft. (28/32)</p>";langfristige Utilität;['Stimme überhaupt nicht zu', 'Stimme nicht zu', 'Stimme weder zu noch lehne ab', 'Simme zu', 'Stimme voll und ganz zu'];276;2021-11-24 08:44:08.944688+00:00;0;False;;509;Abschlussfeier
1677;1677;goal_characteristics_questionnaire_item_28;gcq_150;"<p style='font-weight: bold;font-size: x-large;'>
                                        Dieses Ziel ist wichtig für meine Zukunft. (28/32)</p>";langfristige Utilität;['Stimme überhaupt nicht zu', 'Stimme nicht zu', 'Stimme weder zu noch lehne ab', 'Simme zu', 'Stimme voll und ganz zu'];276;2021-11-24 08:44:08.956236+00:00;0;False;;516;einen Trinken gehen
1678;1678;goal_characteristics_questionnaire_item_28;gcq_150;"<p style='font-weight: bold;font-size: x-large;'>
                                        Dieses Ziel ist wichtig für meine Zukunft. (28/32)</p>";langfristige Utilität;['Stimme überhaupt nicht zu', 'Stimme nicht zu', 'Stimme weder zu noch lehne ab', 'Simme zu', 'Stimme voll und ganz zu'];276;2021-11-24 08:44:08.967921+00:00;0;False;;515;Essen mit der Familie
1679;1679;goal_characteristics_questionnaire_item_28;gcq_150;"<p style='font-weight: bold;font-size: x-large;'>
                                        Dieses Ziel ist wichtig für meine Zukunft. (28/32)</p>";langfristige Utilität;['Stimme überhaupt nicht zu', 'Stimme nicht zu', 'Stimme weder zu noch lehne ab', 'Simme zu', 'Stimme voll und ganz zu'];276;2021-11-24 08:44:08.979001+00:00;1;False;;508;Masterarbeit finden
1680;1680;goal_characteristics_questionnaire_item_28;gcq_150;"<p style='font-weight: bold;font-size: x-large;'>
                                        Dieses Ziel ist wichtig für meine Zukunft. (28/32)</p>";langfristige Utilität;['Stimme überhaupt nicht zu', 'Stimme nicht zu', 'Stimme weder zu noch lehne ab', 'Simme zu', 'Stimme voll und ganz zu'];276;2021-11-24 08:44:08.989815+00:00;1;False;;506;Mathe bestehen
1681;1681;goal_characteristics_questionnaire_item_28;gcq_150;"<p style='font-weight: bold;font-size: x-large;'>
                                        Dieses Ziel ist wichtig für meine Zukunft. (28/32)</p>";langfristige Utilität;['Stimme überhaupt nicht zu', 'Stimme nicht zu', 'Stimme weder zu noch lehne ab', 'Simme zu', 'Stimme voll und ganz zu'];276;2021-11-24 08:44:09.001597+00:00;1;False;;507;Pädagogik bestehen
1682;1682;goal_characteristics_questionnaire_item_28;gcq_150;"<p style='font-weight: bold;font-size: x-large;'>
                                        Dieses Ziel ist wichtig für meine Zukunft. (28/32)</p>";langfristige Utilität;['Stimme überhaupt nicht zu', 'Stimme nicht zu', 'Stimme weder zu noch lehne ab', 'Simme zu', 'Stimme voll und ganz zu'];276;2021-11-24 08:44:09.012623+00:00;1;False;;511;Algebra 1 und 2
1683;1683;goal_characteristics_questionnaire_item_28;gcq_150;"<p style='font-weight: bold;font-size: x-large;'>
                                        Dieses Ziel ist wichtig für meine Zukunft. (28/32)</p>";langfristige Utilität;['Stimme überhaupt nicht zu', 'Stimme nicht zu', 'Stimme weder zu noch lehne ab', 'Simme zu', 'Stimme voll und ganz zu'];276;2021-11-24 08:44:09.023541+00:00;1;False;;512;Datenstrukturen
1684;1684;goal_characteristics_questionnaire_item_28;gcq_150;"<p style='font-weight: bold;font-size: x-large;'>
                                        Dieses Ziel ist wichtig für meine Zukunft. (28/32)</p>";langfristige Utilität;['Stimme überhaupt nicht zu', 'Stimme nicht zu', 'Stimme weder zu noch lehne ab', 'Simme zu', 'Stimme voll und ganz zu'];276;2021-11-24 08:44:09.034888+00:00;1;False;;510;LinA 1 und 2
1685;1685;goal_characteristics_questionnaire_item_28;gcq_150;"<p style='font-weight: bold;font-size: x-large;'>
                                        Dieses Ziel ist wichtig für meine Zukunft. (28/32)</p>";langfristige Utilität;['Stimme überhaupt nicht zu', 'Stimme nicht zu', 'Stimme weder zu noch lehne ab', 'Simme zu', 'Stimme voll und ganz zu'];276;2021-11-24 08:44:09.046365+00:00;1;False;;514;BWP
1686;1686;goal_characteristics_questionnaire_item_28;gcq_150;"<p style='font-weight: bold;font-size: x-large;'>
                                        Dieses Ziel ist wichtig für meine Zukunft. (28/32)</p>";langfristige Utilität;['Stimme überhaupt nicht zu', 'Stimme nicht zu', 'Stimme weder zu noch lehne ab', 'Simme zu', 'Stimme voll und ganz zu'];276;2021-11-24 08:44:09.057077+00:00;1;False;;513;Strukturen beruflicher Bildung
1687;1687;goal_characteristics_questionnaire_item_29;gcq_;"<p style='font-weight: bold;font-size: x-large;'>
                                        Das Erreichen dieses Ziels hat auch negative Folgen. (29/32)</p>";negative Utilität;['Stimme überhaupt nicht zu', 'Stimme nicht zu', 'Stimme weder zu noch lehne ab', 'Simme zu', 'Stimme voll und ganz zu'];276;2021-11-24 08:44:26.123432+00:00;0;False;;505;meinen Abschluss
1688;1688;goal_characteristics_questionnaire_item_29;gcq_;"<p style='font-weight: bold;font-size: x-large;'>
                                        Das Erreichen dieses Ziels hat auch negative Folgen. (29/32)</p>";negative Utilität;['Stimme überhaupt nicht zu', 'Stimme nicht zu', 'Stimme weder zu noch lehne ab', 'Simme zu', 'Stimme voll und ganz zu'];276;2021-11-24 08:44:26.136410+00:00;0;False;;509;Abschlussfeier
1689;1689;goal_characteristics_questionnaire_item_29;gcq_;"<p style='font-weight: bold;font-size: x-large;'>
                                        Das Erreichen dieses Ziels hat auch negative Folgen. (29/32)</p>";negative Utilität;['Stimme überhaupt nicht zu', 'Stimme nicht zu', 'Stimme weder zu noch lehne ab', 'Simme zu', 'Stimme voll und ganz zu'];276;2021-11-24 08:44:26.148025+00:00;0;False;;516;einen Trinken gehen
